tax1	k__Bacteria
tax934	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiopsaceae,g__Nocardiopsis,s__exhalans
tax935	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Ureibacillus
tax936	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__mycoides
tax937	k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Isobaculum
tax938	k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__xWeeksellaceaex,g__Wautersiella
tax939	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__SCSLASHISLASH84
tax940	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Salmonella,s__subterranea
tax941	k__Bacteria,p__Nitrospirae,c__Nitrospira
tax942	k__Bacteria,p__Tenericutes,c__Mollicutes,o__Mycoplasmatales,f__Mycoplasmataceae
tax943	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Dietziaceae
tax944	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Hyphomicrobium
tax945	k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales
tax946	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Leptothrix
tax947	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__Rickettsiella
tax948	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Sporosarcina,s__aquimarina
tax949	k__Bacteria,p__Proteobacteria,c__Zetaproteobacteria,o__Mariprofundales,f__Mariprofundaceae
tax950	k__Archaea,p__Crenarchaeota,c__Thaumarchaeota,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Candidatus_Nitrososphaera
tax951	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__stutzeri
tax952	k__Bacteria,p__Proteobacteria,c__Zetaproteobacteria
tax953	k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Isobaculum,s__melis
tax954	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Acetobacter
tax955	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinospicaceae
tax956	k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__xThermodesulfovibrionaceaex,g__BD2SLASH6
tax957	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Collimonas
tax958	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__KD1SLASH23
tax959	k__Bacteria,p__Nitrospirae
tax960	k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Pirellulales,f__Pirellulaceae
tax961	k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__agalactiae
tax962	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Corynebacteriaceae,g__Corynebacterium,s__stationis
tax963	k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SJASLASH15
tax964	k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__xThermodesulfovibrionaceaex
tax965	k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__EB1017
tax966	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Cronobacter,s__turicensis
tax967	k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter
tax968	k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cyclobacteriaceae
tax969	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,g__Streptomyces,s__misakiensis
tax970	k__Bacteria,p__Proteobacteria,c__Zetaproteobacteria,o__Mariprofundales
tax971	k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__xAcidaminobacteraceaex
tax972	k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Pirellulales
tax973	k__Bacteria,p__Tenericutes,c__Mollicutes,o__Mycoplasmatales,f__Mycoplasmataceae,g__Mycoplasma
tax974	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Nicotiana
tax975	k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Trichococcus
tax976	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__BD7SLASH3
tax977	k__Bacteria,p__Armatimonadetes,c__Armatimonadia
tax978	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Methylibium
tax979	k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Pseudobutyrivibrio
tax980	k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Arcobacter
tax981	k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Salinimicrobium
tax982	k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Anaerovibrio
tax983	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Piscirickettsiaceae
tax984	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,s__hispanicum
tax985	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Ornithinibacillus,s__californiensis
tax986	k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__oxamicus
tax987	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__yabuuchiae
tax988	k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae
tax989	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__211ds20
tax990	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__Zoogloea
tax991	k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae
tax992	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Corynebacteriaceae,g__Corynebacterium,s__mastitidis
tax993	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Carica
tax994	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,g__Streptomyces,s__lanatus
tax995	k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,s__multivorum
tax996	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__Aquicella
tax997	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardioidaceae,g__Nocardioides
tax998	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__xThermicanaceaex
tax999	k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales
tax1000	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Leminorella
tax1001	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__xThermicanaceaex,g__Thermicanus
tax1002	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Carica,s__papaya
tax1003	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhodobiaceae,g__Afifella
tax1004	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Crenotrichaceae,g__Crenothrix,s__polyspora
tax1005	k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Paludibacter
tax1006	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Thermomonosporaceae
tax1007	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__andropogonis
tax1008	k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,s__clostridioforme
tax1009	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__xExiguobacteraceaex
tax1010	k__Bacteria,p__Chloroflexi,c__S085
tax1011	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Nicotiana,s__tabacum
tax1012	k__Bacteria,p__Bacteroidetes,c__xSaprospiraex,o__xSaprospiralesx,f__Saprospiraceae
tax1013	k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__intermedia
tax1014	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales
tax1015	k__Bacteria,p__Tenericutes,c__Mollicutes,o__Entomoplasmatales
tax1016	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Denitrobacter
tax1017	k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__Pelobacteraceae
tax1018	k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__xWeeksellaceaex,g__Elizabethkingia
tax1019	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__Uliginosibacterium
tax1020	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__canis
tax1021	k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophaceae
tax1022	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__ZSLASH35
tax1023	k__Bacteria,p__Chlorobi
tax1024	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Tatumella
tax1025	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__xExiguobacteraceaex,g__Exiguobacterium
tax1026	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Salinibacterium
tax1027	k__Bacteria,p__Bacteroidetes,c__xSaprospiraex,o__xSaprospiralesx,f__Chitinophagaceae,g__Chitinophaga
tax1028	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Leminorella,s__grimontii
tax1029	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__weaveri
tax1030	k__Bacteria,p__Gemmatimonadetes,c__GemmSLASH1
tax1031	k__Bacteria,p__Cyanobacteria,c__Chloroplast,o__Stramenopiles
tax1032	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Caenimonas
tax1033	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Clavibacter
tax1034	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Rhodopila
tax1035	k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__acidipiscis
tax1036	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinosynnemataceae,g__Kibdelosporangium
tax1037	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Listeriaceae,g__Brochothrix
tax1038	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Rhodopila,s__globiformis
tax1039	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__pseudomycoides
tax1040	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Acidovorax,s__delafieldii
tax1041	k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Desulfurispora
tax1042	k__Bacteria,p__Tenericutes,c__Mollicutes,o__Entomoplasmatales,f__Entomoplasmataceae
tax1043	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Caenimonas,s__koreensis
tax1044	k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__celatum
tax1045	k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Arcobacter,s__cryaerophilus
tax1046	k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031
tax1047	k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__N1423WL
tax1048	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Geobacillus,s__thermodenitrificans
tax1049	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,g__Nocardia
tax1050	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Trabulsiella,s__odontotermitis
tax1051	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhodobiaceae
tax1052	k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,g__pSLASH75SLASHa5
tax1053	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Blastomonas
tax1054	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Rhizobium,s__selenitireducens
tax1055	k__Bacteria,p__Bacteroidetes,c__xSaprospiraex,o__xSaprospiralesx,f__Chitinophagaceae,g__Lacibacter,s__cauensis
tax1056	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Candidatus_Blochmannia
tax1057	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Grevillea
tax1058	k__Bacteria,p__xThermix
tax1059	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methyloferula
tax1060	k__Archaea,p__Crenarchaeota,c__Thaumarchaeota,o__Cenarchaeales
tax1061	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Methylophilales,f__Methylophilaceae,g__Methylobacillus
tax1062	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Halalkalibacillus,s__halophilus
tax1063	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Methylophilales,f__Methylophilaceae,g__Methylotenera
tax1064	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__Azovibrio
tax1065	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Xenophilus
tax1066	k__Bacteria,p__Chlorobi,c__Ignavibacteria,o__Ignavibacteriales,f__Ignavibacteriaceae
tax1067	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__coagulans
tax1068	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,g__Kitasatospora
tax1069	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Arthrobacter,s__chlorophenolicus
tax1070	k__Bacteria,p__Acidobacteria,c__Holophagae,o__Holophagales,f__Holophagaceae,g__Geothrix
tax1071	k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Alloiococcus,s__otitis
tax1072	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__aeruginosa
tax1073	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__thermoamylovorans
tax1074	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__succinus
tax1075	k__Bacteria,p__xThermix,c__Deinococci
tax1076	k__Bacteria,p__Verrucomicrobia,c__xMethylacidiphilaex
tax1077	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Mycetocola
tax1078	k__Bacteria,p__Verrucomicrobia,c__xSpartobacteriax,o__xChthoniobacteralesx,f__xChthoniobacteraceaex,g__Ellin506
tax1079	k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae
tax1080	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Dietziaceae,g__Dietzia,s__timorensis
tax1081	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Geodermatophilaceae,g__Blastococcus
tax1082	k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Clostridium
tax1083	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Azorhizobium
tax1084	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Arthrobacter,s__castelli
tax1085	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium,s__xenophagum
tax1086	k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Sneathia
tax1087	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Hyphomonadaceae
tax1088	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Luteibacter
tax1089	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Rahnella,s__aquatilis
tax1090	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium
tax1091	k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Edaphobacter
tax1092	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Bacillus,s__massiliensis
tax1093	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Kocuria,s__kristinae
tax1094	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Didymeles
tax1095	k__Bacteria,p__Chlorobi,c__Ignavibacteria,o__Ignavibacteriales
tax1096	k__Bacteria,p__Armatimonadetes,c__Armatimonadia,o__FW68
tax1097	k__Bacteria,p__Acidobacteria,c__Holophagae
tax1098	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Lysobacter
tax1099	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Vitreoscilla
tax1100	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Enterobacter,s__radicincitans
tax1101	k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,g__Anaeromyxobacter
tax1102	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__thuringiensis
tax1103	k__Bacteria,p__Cyanobacteria,c__Oscillatoriophycideae,o__Oscillatoriales,f__Phormidiaceae,g__Phormidium
tax1104	k__Bacteria,p__FCPU426
tax1105	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Luteibacter,s__rhizovicinus
tax1106	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Pontibacillus
tax1107	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__PYR10d3
tax1108	k__Bacteria,p__Tenericutes,c__Mollicutes,o__Mycoplasmatales,f__Mycoplasmataceae,g__Ureaplasma
tax1109	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alicyclobacillaceae,g__Alicyclobacillus,s__hesperidum
tax1110	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Samsonia,s__erythrinae
tax1111	k__Bacteria,p__xThermix,c__Deinococci,o__Deinococcales
tax1112	k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__botulinum
tax1113	k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Atopococcus,s__tabaci
tax1114	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Halochromatium
tax1115	k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__ochracea
tax1116	k__Bacteria,p__Armatimonadetes,c__Armatimonadia,o__Armatimonadales
tax1117	k__Bacteria,p__Tenericutes,c__Mollicutes,o__Acholeplasmatales,f__Acholeplasmataceae
tax1118	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Dyella,s__terrae
tax1119	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Acidovorax,s__temperans
tax1120	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptosporangiaceae,g__Streptosporangium
tax1121	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Xenophilus,s__aerolatus
tax1122	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Erwinia,s__oleae
tax1123	k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__septicum
tax1124	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylocella
tax1125	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Halalkalibacillus
tax1126	k__Bacteria,p__Acidobacteria,c__Holophagae,o__Holophagales
tax1127	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Tatumella,s__punctata
tax1128	k__Bacteria,p__Verrucomicrobia,c__xMethylacidiphilaex,o__SSLASHBQ2SLASH57
tax1129	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Wohlfahrtiimonas
tax1130	k__Bacteria,p__Cyanobacteria,c__Nostocophycideae,o__Nostocales,f__Nostocaceae,g__Dolichospermum
tax1131	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bartonellaceae,g__Bartonella,s__tamiae
tax1132	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,s__komagatae
tax1133	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Kluyvera,s__cryocrescens
tax1134	k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Caloramator
tax1135	k__Bacteria,p__Armatimonadetes,c__Armatimonadia,o__Armatimonadales,f__Armatimonadaceae
tax1136	k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__xTissierellaceaex,g__Tepidimicrobium
tax1137	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Pseudomonas,s__syringae
tax1138	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Necropsobacter,s__rosorum
tax1139	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Klebsiella,s__pneumoniae
tax1140	k__Bacteria,p__Cyanobacteria,c__Oscillatoriophycideae,o__Oscillatoriales
tax1141	k__Bacteria,p__Armatimonadetes,c__Chthonomonadetes,o__SJASLASH22
tax1142	k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__cecorum
tax1143	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Grevillea,s__robusta
tax1144	k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae
tax1145	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Intrasporangiaceae,g__Janibacter
tax1146	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Lysinibacillus,s__massiliensis
tax1147	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Roseomonas
tax1148	k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Coprobacillus,s__cateniformis
tax1149	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Roseomonas,s__mucosa
tax1150	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__Steroidobacter
tax1151	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Roseococcus
tax1152	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__celer
tax1153	k__Bacteria,p__Spirochaetes,c__Spirochaetes,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__amylovorum
tax1154	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__pacificensis
tax1155	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__ciceri
tax1156	k__Bacteria,p__Cyanobacteria,c__Nostocophycideae,o__Nostocales
